Text,CB_Label,clean_text
gotcha. No probs here but I expect her to stay up all damn nite next year. :),0,gotcha prob expect stay damn nite year
I usually reserve this term of endearment for my sweet @Ginderelly  but.... HOOKER! I hate you. No  I love you. But I hate you.,0,usually reserve term endearment sweet USER hooker ! hate love hate
That's because Lithia sucks.,0,lithia suck
"I would pull the ""I'm suing your ass""",0,pull sue ass
That's good. It's a bitch to start a computer/laptop from scratch. Music isn't too bad.Do you know what happened to your mac,0,good bitch start computerlaptop scratch music baddo know happen mac
aw I'm a cap too. I'm so gay. Anyway I'll be in ny around then...,0,aw cap gay ny
hey Houston isnt that bad...who am i kidding it sucks anus,0,hey houston not badwho kid suck anus
i guess thats true.. when it rains in ny it sucks but there is always shit poppin in ny.. orlando is boring :(,0,guess s true rain ny suck shit poppin ny orlando boring
im in the same damn boat!!!!!!,0,m damn boat ! !
I disagree. Freecycle for clothes sucks. Rarely do people post pictures or include good descriptions. Maybe for kids clothes  ok.,0,disagree freecycle clothe suck rarely people post picture include good description maybe kid clothe ok
loooove that game! Haha  I used to be such a Nintendo nerd!,0,loove game ! haha nintendo nerd !
I cant leave yet and i had to pee but there was water all over and i didnt want wet socks cause i hate that. Lol,0,not leave pee water not want wet sock cause hate lol
gorillas + apes always make me cry. mama apes nursing babies worst. 2nd are bored  ass-scratching primates. but kids dig zoos,0,gorilla ape cry mama ape nursing baby bad nd bore asscratche primate kid dig zoos
"on Reservoir...they were walkin...u kno my loud ass was like ""ommmgg hiiii""...haahaa",0,reservoirthey walkinu kno loud ass like ommgg hiihaahaa
Ay nena..this punk is outta control. His visit went well tho..they took his stitches off but he was actin like a lil bitch whe ...,0,ay nenathis punk outta control visit go thothey take stitch actin like lil bitch whe
wat! u playing drums! good shit! who da hell else has the ghwt set up? i need2bust there ass (no homo if its a dude that owns it),0,wat ! u play drum ! good shit ! da hell ghwt set ? needbust ass homo dude own
hop off my driving ok im fucking stressed out cuz of that shit. @theotherpplwhodidntreadright ..i was not talkin about ev's tweets,0,hop driving ok m fucking stress cuz shit USER talkin ev tweet
omigosh  hate them! I wrote a huge  literally  enormous  sharpie-d note on my door & ran downstairs every hour. Victory at last!,0,omigosh hate ! write huge literally enormous sharpie note door run downstairs hour victory !
if she gets that xbox for me. no one will ever see me for about 5 months ... you'll find me mad fat  smelly  with a huge beard,0,get xbox month find mad fat smelly huge beard
"SEND MO NEY....LOT'S OF MO NEY  Roflmao""",0,send mo neylot mo ney roflmao
oh this sucks . would love to hang out but I am heading to Costa Rica and won't be back until the new year.,0,oh suck love hang head costa rica new year
I hate your direct message. Thanks.,0,hate direct message thank
ugh I hate the tangle struggle. It will be in a damn pony tail all day and I go to brush it and its like a damn jungle.,0,ugh hate tangle struggle damn pony tail day brush like damn jungle
for real! That's awesome! I love and hate it at the same time  the presidential debates this election made me super heated.,0,real ! awesome ! love hate time presidential debate election super heat
LOL NO KIDDING! I would be scared for my life if I were somebody tryna fuck with you! I have no older siblings  I'm jealous!,0,lol kidding ! scared life somebody tryna fuck ! old sibling jealous !
You're so gay  you don't even like boys.,0,gay like boy
you will do fine. good luck. go kick some ass!,0,fine good luck kick ass !
 oh ratz  I hate that. It's on Gizmodo http://tinyurl.com/4vge9r,0,oh ratz hate gizmodo url
 I do. Why is it Americans feel the need to be an ass when they travel?,0,americans feel need ass travel ?
and Red Carpet Ready handed my ass to me tonight  in a good way. I am pooped!,0,red carpet ready hand ass tonight good way poope !
hate you,0,hate
"Listen. I love the Lord. But when I get to heaven and he asks ""JG*... why were you such a freak?"" I will say:",0,listen love lord heaven ask jg freak ?
You damn right! LOL,0,damn right ! lol
trust me. I'd love to say FUCK YOU GMAT! But Georgetown  Northwestern  and Uni of Chicago would say then FUCK YOU JG*,0,trust love fuck gmat ! georgetown northwestern uni chicago fuck jg
damn what you getting in to,0,damn get
well damn! Do it big!,0,damn ! big !
the entire congregation was gay.,0,entire congregation gay
Agreed.  Is Dick Clark setting an example of what to do or not to do?  Very sad to see him now God bless him...#nyetwarty,0,agree dick clark set example ? sad god bless himnyetwarty
late about big having a movie coming out. didnt tupac have that movie out called resurrection a long ass time ago?,0,late big have movie come not tupac movie call resurrection long ass time ago ?
I hate it when that happens!  Forgeting badge.,0,hate happen ! forget badge
u r NOT a loser I think ur swell sir!,0,u r loser think ur swell sir !
I've been waiting for over half hr for the damn red line. Today kinda sucks!!!,0,wait half hr damn red line today kinda suck ! !
damn  after seeing that one I know I didn't win anything!,0,damn see know win !
Happy last day @ Y!. I'm sure ur gonna continue to kick ass at @raptr  and that @seldo will miss u dearly :-),0,happy day y ! sure ur go to continue kick ass USER USER miss u dearly
your hate can't penetrate the total happiness and warmth I feel as I sit beneath the palm trees sipping margaritas #tequilaggedon,0,hate penetrate total happiness warmth feel sit beneath palm tree sip margarita tequilaggedon
I hate it when I do things like that,0,hate thing like
no I hate the news! They showed that 51 things girl. It was like they discovered it but it was featured!!,0,hate news ! show thing girl like discover feature ! !
tell her you are gay :),0,tell gay
is spreading hate and mistruths...somebody school him #gaza,0,spread hate mistruthssomebody school gaza
i twissed you! (twitter-missed yo ass).,0,twisse ! twittermisse yo ass
damn  girl lol. do you kill 'em w/ kindness in real life too?,0,damn girl lol kill em w kindness real life ?
sucks. why/how are you being forced into that?,0,suck whyhow force ?
in other news  y'all gonna make me get back online just to see this lookin' ass kitty vid. *shakes fist*,0,news you go to online lookin ass kitty vid shake fist
"i hate ""the line."" i also hate the loud ""WHEEL OF FORTUNE"" sound bc that usually indicates a spin and EVERYBODY rushes over. nosy.",0,hate line hate loud wheel fortune sound bc usually indicate spin everybody rush nosy
not w/ praline  yo. damn. pure defecation on my breakfast.,0,w praline yo damn pure defecation breakfast
you don't have a mac? i'm super shocked  especially w/ the line of work you're in. macs piss on PCs  all day  urrday.,0,mac ? super shock especially w line work mac piss pc day urrday
For serious? No fooling? Fuck yeah!,0,? fooling ? fuck yeah !
okay  not more. But equally.  I'd welcome a Moby Dick shooter  if it doesn't have a lot of cut scenes...,0,okay equally welcome moby dick shooter lot cut scene
 #tcot if I only had the time. I hate it when conservatives say stupid things that make us all look bad.,0,tcot time hate conservative stupid thing look bad
UGH! That sucks! Do you know if they found it? Stresssss :( I'm sorry,0,ugh ! suck ! know find ? stress sorry
I swear Michael Scott-esque loser somehow infiltrated your acct & bought lots of womens pantsuits & fur coats there.,0,swear michael scottesque loser infiltrate acct buy lot women pantsuit fur coat
hehe...that's too funny. reminds me of when a student drew a picture of a 'pigpen' as a pig atop a pencil. :),0,hehethat funny remind student draw picture pigpen pig atop pencil
I freakin HATE THAT and anyone that knows me this is a top peeve of mine!!,0,freakin hate know peeve ! !
Haha! Well Cyprus Bank's web interface sucks... So I'm considering trying out Alpha Bank. Also my landlord has Alpha bank... lol,0,haha ! cyprus bank web interface suck consider try alpha bank landlord alpha bank lol
Maybe there's no snow  but there's a little bit of mud when it rains  and there's kat/dog poo and piss on the streets... lol,0,maybe snow little bit mud rain katdog poo piss street lol
Btw  have you seen School Rumble? It's fucking silly and stupid  but awesomely hilarious. I'm half-way through the first season.,0,btw see school rumble ? fuck silly stupid awesomely hilarious halfway season
damn right mami!,0,damn right mami !
Totally agree on AC/DC. They are damn near the perfect rock n roll band.,0,totally agree acdc damn near perfect rock n roll band
Sucks about the van. Any mechanics you know owe you favors? Also  thankee sai for the package! Got it a couple days ago.,0,suck van mechanic know owe favor ? thankee sai package ! get couple day ago
No worries man.  'Twas a question from me but  $800 later  I found out what the problem was.  Stupid fucking fuel pumps!,0,worry man notwa question later find problem stupid fucking fuel pump !
BWahahahahah!!! Now you know why I had to take extensions on my damn documentation projects!! Stupid Twitter! *kicks his gf's pc*,0,bwahahahahah ! ! know extension damn documentation project ! ! stupid twitter ! kick gf pc
That majorly sucks! Sorry to hear it. I'd be SOOO pissed for days! Do you have insurance on it?,0,majorly suck ! sorry hear soo piss day ! insurance ?
the new digitally animated one kicks much ass i think its called degeneration.,0,new digitally animate kick ass think call degeneration
It's a necessary part of growth to shed the fat that was piled on during the boon of th 80s. #hhrs #tcot,0,necessary growth shed fat pile boon th s hhrs tcot
